triggerDesc,actionDesc,freeOrLocked,isTriggerEco,isActionEco,isRuleEco
IF a smart device is switched off,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a smart device is switched off,", THEN stop the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN disable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN disable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN disable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN disable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN disable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN disable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN disable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN disable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN disable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN disable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN enable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN enable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN enable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN enable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN enable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN enable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN enable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN enable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN enable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN enable the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specific room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specific room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specific room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specific room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specific room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specific room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specific room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specific room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specific room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specific room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN set the mode of the air conditioner to eco.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn off the air conditioner in a specified room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN change the AC unit mode to sleep.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN stop the air conditioner in a chosen room.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN turn on the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN deactivate the indicated timer.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN start the air conditioner in a specified room in comfort mode.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
IF a routine is activated,", THEN disable eco mode on the AC unit.",FREE,NEUTRAL,ECO,ECO
