id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory
HNkbg5vc,Levoit Air Purifier,Air quality changes,"This trigger fires when the air purifier detects a certain air quality (Very Good, Good, Moderate, or Bad).",Levoit Air Purifier,Change fan speed,"This action turns the fan to a designated speed (Low, Medium, High).",Air/Climate
HQXD6qWM,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Daikin Online Controller,Turn AC unit off,This Action will turn off your Daikin AC unit. It will be executed within 1 minute.,Air/Climate
HSCdJRQk,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Levoit Air Purifier,Turn on air purifier,This action turns on your air purifier.,Air/Climate
J2U6BaJR,Location,You exit an area,This Trigger fires every time you exit an area you specify.,AC Cloud Control,Turn off A/C,This Action will turn your IntesisHome A/C off.,Air/Climate
JLnBQSZu,Button widget,Button press,This trigger fires every time you press the button.,Daikin Online Controller,Turn AC unit off,This Action will turn off your Daikin AC unit. It will be executed within 1 minute.,Air/Climate
JvBmKwVC,Button widget,Button press,This trigger fires every time you press the button.,AC Cloud Control,Turn off A/C,This Action will turn your IntesisHome A/C off.,Air/Climate
JwQSGzKV,Vimar VIEW,Temperature Sensor,This trigger fires when the temperature satisfies a condition with a threshold,Daikin Online Controller,Turn AC unit off,This Action will turn off your Daikin AC unit. It will be executed within 1 minute.,Air/Climate
KPGfX4H9,Button widget,Button press,This trigger fires every time you press the button.,Daikin Online Controller,Enable/Disable Holiday mode,This Action will enable/disable Holiday mode on all your Daikin AC units. It will be executed within 1 minute.,Air/Climate
Khq2rKjy,AC Cloud Control,Temperature rises above,This Trigger fires every time your A/C unit detects temperatures above a value you specify.,AC Cloud Control,Turn on A/C,This Action will turn your IntesisHome A/C on.,Air/Climate
KmPXDheA,Button widget,Button press,This trigger fires every time you press the button.,AC Cloud Control,Enable timer,This Action will enable the indicated timer.,Air/Climate
LXGgwEN6,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,AC Cloud Control,Turn on A/C,This Action will turn your IntesisHome A/C on.,Air/Climate
LeFUNhy8,Vimar VIEW,Temperature Sensor,This trigger fires when the temperature satisfies a condition with a threshold,Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
Lyfg2YER,SmartThings,Switched off,This Trigger fires every time your SmartThings device is switched off.,Ambi Climate,Turn off your A/C,This Action will turn off your A/C in the specified room.,Air/Climate
MWjdEKnc,Location,You enter an area,This Trigger fires every time you enter an area you specify.,AC Cloud Control,Execute scene,This Action will execute the indicated scene.,Air/Climate
Mpct74jn,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
MuAhGWUt,HAVEN IAQ,PM2.5 threshold is crossed ,This Trigger fires whenever the measured Particulate Matter of 2.5 microns in size (PM2.5) is above or below the threshold.,Levoit Air Purifier,Turn off air purifier,This action turns off your air purifier.,Air/Climate
N46aLuxj,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,AC Cloud Control,Turn off A/C,This Action will turn your IntesisHome A/C off.,Air/Climate
NX6fUqxM,Nest Thermostat,Nest set to Away,This Trigger fires every time the home you specify is set to Away.,AC Cloud Control,Execute scene,This Action will execute the indicated scene.,Air/Climate
Ndug5Tcr,Google Calendar,Event from search starts,"This Trigger fires a set number of minutes before the starting time of an event on your Calendar that contains a specific keyword or phrase in the event’s Title, Description, or Location. Ingredient will be based on the zone set in Google.",Daikin Online Controller,Enable/Disable Holiday mode,This Action will enable/disable Holiday mode on all your Daikin AC units. It will be executed within 1 minute.,Air/Climate
NjsUvNHa,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
PRcYVGnv,Google Calendar,Event from search starts,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",AC Cloud Control,Disable timer,This Action will disable the indicated timer.,Air/Climate
Q3vfadXz,Ambi Climate,Temperature drops below a threshold,This Trigger fires when your device detects the temperature is below the threshold you specified.,Ambi Climate,Run your A/C in comfort mode,"This Action will turn on your A/C in the specified room, and run it in Comfort mode.",Air/Climate
R749WECJ,Niko Home Control,Virtual Device turned on,Virtual Device turned on,Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
RJfB79i6,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Levoit Air Purifier,Turn display on/off,This action turns the display on or off.,Air/Climate
RZiQD8Ay,Ambi Climate,Temperature rises above a threshold,This Trigger fires when your device detects the temperature is above the threshold you specified.,Ambi Climate,Run your A/C in comfort mode,"This Action will turn on your A/C in the specified room, and run it in Comfort mode.",Air/Climate
SFrVgsED,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,AC Cloud Control,Execute scene,This Action will execute the indicated scene.,Air/Climate
SMUBWqQm,Button widget,Button press,This trigger fires every time you press the button.,AC Cloud Control,Disable timer,This Action will disable the indicated timer.,Air/Climate
Sc7LAfCm,Weather Underground,Sunrise,This Trigger fires within 15 minutes of the sunrise in your location.,Levoit Air Purifier,Turn off air purifier,This action turns off your air purifier.,Air/Climate
U6rju9yJ,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
UB8HFcgu,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
UNy5xBqu,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,Ambi Climate,Run your A/C in comfort mode,"This Action will turn on your A/C in the specified room, and run it in Comfort mode.",Air/Climate
VuNH9rcT,Netatmo Thermostat,Entering manual mode,This Triggers fire every time your room enters manual mode.,Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
WEJLepXU,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,AC Cloud Control,Turn off A/C,This Action will turn your IntesisHome A/C off.,Air/Climate
WJgrnER4,Button widget,Button press,This trigger fires every time you press the button.,AC Cloud Control,Disable timer,This Action will disable the indicated timer.,Air/Climate
WMTwcB7q,Nest Thermostat,Nest set to Home,This Trigger fires every time the home you specify is set to Home.,AC Cloud Control,Execute scene,This Action will execute the indicated scene.,Air/Climate
WTUE5PNY,Daikin Online Controller,Temperature rises above,This Trigger fires within 15 minutes of detection of the indoor temperature rising above the specified temperature threshold.,Daikin Online Controller,Turn AC unit off,This Action will turn off your Daikin AC unit. It will be executed within 1 minute.,Air/Climate
WftaBQsD,Button widget,Button press,This trigger fires every time you press the button.,AC Cloud Control,Execute scene,This Action will execute the indicated scene.,Air/Climate
WsKfhDmv,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Ambi Climate,Run your A/C in comfort mode,"This Action will turn on your A/C in the specified room, and run it in Comfort mode.",Air/Climate
Wu5PaqVR,Daikin Online Controller,Temperature drops below,This Trigger fires within 15 minutes of detection of the indoor temperature dropping below the specified temperature threshold.,Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
WziHrSD9,SmartThings,Switched on,This Trigger fires every time your SmartThings device is switched on.,Ambi Climate,Run your A/C in comfort mode,"This Action will turn on your A/C in the specified room, and run it in Comfort mode.",Air/Climate
XHX3uzLd,Fort Collins Utilities Time of Day Pricing,BEFORE Time of Day Peak Rates START,This trigger fires before time-of-day peak rates start.,GE Appliances Window AC,Turn on AC,This Action will turn on the air conditioner unit.,Air/Climate
XdLj3ZsA,Button widget,Button press,This trigger fires every time you press the button.,AC Cloud Control,Execute scene,This Action will execute the indicated scene.,Air/Climate
YQpF5Yfg,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
YiweWLNC,AC Cloud Control,Temperature rises above,This Trigger fires every time your A/C unit detects temperatures above a value you specify.,AC Cloud Control,Execute scene,This Action will execute the indicated scene.,Air/Climate
ZRcvtNaW,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Ambi Climate,Turn off your A/C,This Action will turn off your A/C in the specified room.,Air/Climate
ZcdU2jKN,Vimar VIEW,Room Temperature,This trigger fires when the room temperature satisfies a condition with a threshold,Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
aQSE2X6M,Smappee,Solar power drops below,This trigger fires when the solar power drops below the specified value in watts.,Daikin Online Controller,Turn AC unit off,This Action will turn off your Daikin AC unit. It will be executed within 1 minute.,Air/Climate
b6sPrFwp,Button widget,Button press,This trigger fires every time you press the button.,AC Cloud Control,Turn on A/C,This Action will turn your IntesisHome A/C on.,Air/Climate
bMqwJngK,Epion,Temperature above a specified value,This trigger fires when the temperature for a specific device exceeds the specified threshold.,Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
cGYmQDZP,Button widget,Button press,This trigger fires every time you press the button.,Nature Remo,Turn off air conditioner,"This action will turn off your air conditioner.

Note: Please use the Control home appliances actions for the button registered by learning mode.",Air/Climate
ePCSZgiN,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
fbFwV4ph,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Nature Remo,Turn off air conditioner,"This action will turn off your air conditioner.

Note: Please use the Control home appliances actions for the button registered by learning mode.",Air/Climate
fcYpsEdh,AC Cloud Control,Temperature drops below,This Trigger fires every time your A/C unit detects temperatures below a value you specify.,AC Cloud Control,Turn on A/C,This Action will turn your IntesisHome A/C on.,Air/Climate
ftnsCkDW,Apilio,Receive an event from Apilio,This trigger fires every time IFTTT receives a specific event from Apilio.,AC Cloud Control,Turn on A/C,This Action will turn your IntesisHome A/C on.,Air/Climate
gRMwxbW4,Myfox HomeControl,System is partially armed,This Trigger fires every time your Myfox security system is partially armed.,Daikin Online Controller,Turn AC unit off,This Action will turn off your Daikin AC unit. It will be executed within 1 minute.,Air/Climate
gpsbgFRj,Button widget,Button press,This trigger fires every time you press the button.,Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
hDBK3Nms,Weather Underground,Current humidity level rises above,This Trigger monitors your local humidity and fires every time the humidity rises above the value you specify.,Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
hGwEsYfx,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",GE Appliances Window AC,Set AC mode,This Action will set the mode of the air conditioner unit.,Air/Climate
hHhcCeLz,Daikin Online Controller,Unit turned on,This Trigger fires within 15 minutes of your unit having been turned on.,Daikin Online Controller,Turn AC unit off,This Action will turn off your Daikin AC unit. It will be executed within 1 minute.,Air/Climate
iBWsxYgD,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Levoit Air Purifier,Change mode,"This action changes modes (Auto, Sleep).",Air/Climate
iDKbtjBq,Location,You enter an area,This Trigger fires every time you enter an area you specify.,AC Cloud Control,Turn on A/C,This Action will turn your IntesisHome A/C on.,Air/Climate
jGaxdFkC,Vimar VIEW,Room Temperature,This trigger fires when the room temperature satisfies a condition with a threshold,Daikin Online Controller,Turn AC unit off,This Action will turn off your Daikin AC unit. It will be executed within 1 minute.,Air/Climate
jHPbyVxC,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Daikin Online Controller,Turn AC unit on,"This Action will turn on your Daikin AC unit, or change its settings. It will be executed within 1 minute.",Air/Climate
jHUzVtBY,Android Device,Disconnects from a specific WiFi network,This Trigger fires every time your Android device disconnects from a WiFi network you specify.,Ambi Climate,Turn off your A/C,This Action will turn off your A/C in the specified room.,Air/Climate
jTR7cd9H,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Levoit Air Purifier,Turn on air purifier,This action turns on your air purifier.,Air/Climate
jfuN8Zsz,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Daikin Online Controller,Turn AC unit off,This Action will turn off your Daikin AC unit. It will be executed within 1 minute.,Air/Climate
jvpDue5s,Niko Home Control,Routine activated,This trigger fires when a Routine is activated.,Daikin Online Controller,Turn AC unit off,This Action will turn off your Daikin AC unit. It will be executed within 1 minute.,Air/Climate
jxtCfXkU,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Ambi Climate,Turn off your A/C,This Action will turn off your A/C in the specified room.,Air/Climate
mAfd6YTQ,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Nature Remo,Turn off air conditioner,"This action will turn off your air conditioner.

Note: Please use the Control home appliances actions for the button registered by learning mode.",Air/Climate
pAGCaFrt,Android Device,Disconnects from a specific WiFi network,This Trigger fires every time your Android device disconnects from a WiFi network you specify.,AC Cloud Control,Execute scene,This Action will execute the indicated scene.,Air/Climate
pjw34AuV,Button widget,Button press,This trigger fires every time you press the button.,Daikin Online Controller,Enable/Disable Holiday mode,This Action will enable/disable Holiday mode on all your Daikin AC units. It will be executed within 1 minute.,Air/Climate
qUCfvWxq,Button widget,Button press,This trigger fires every time you press the button.,AC Cloud Control,Enable timer,This Action will enable the indicated timer.,Air/Climate
qUFKTcXM,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Levoit Air Purifier,Turn off air purifier,This action turns off your air purifier.,Air/Climate
qxvDwuZR,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,Ambi Climate,Run your A/C in comfort mode,"This Action will turn on your A/C in the specified room, and run it in Comfort mode.",Air/Climate
s8KZ9ENx,Location,You enter an area,This Trigger fires every time you enter an area you specify.,AC Cloud Control,Execute scene,This Action will execute the indicated scene.,Air/Climate
sYnNKRVS,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Daikin Online Controller,Turn AC unit off,This Action will turn off your Daikin AC unit. It will be executed within 1 minute.,Air/Climate
tGzTacbS,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",GE Appliances Window AC,Turn off AC,This Action will turn off the air conditioner unit.,Air/Climate
tJBxGukK,Weather Underground,Current humidity level rises above,This Trigger monitors your local humidity and fires every time the humidity rises above the value you specify.,AC Cloud Control,Execute scene,This Action will execute the indicated scene.,Air/Climate
u5NRbPKH,Fitbit,New sleep logged,This Trigger fires every time your Fitbit logs new sleep.,AC Cloud Control,Execute scene,This Action will execute the indicated scene.,Air/Climate
vK5xBykF,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",AC Cloud Control,Turn on A/C,This Action will turn your IntesisHome A/C on.,Air/Climate
wqVbyZAP,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Levoit Air Purifier,Turn off air purifier,This action turns off your air purifier.,Air/Climate
yjFYdXEv,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Ambi Climate,Run your A/C in comfort mode,"This Action will turn on your A/C in the specified room, and run it in Comfort mode.",Air/Climate
yv5GHYa9,Button widget,Button press,This trigger fires every time you press the button.,Daikin Online Controller,Enable/Disable Holiday mode,This Action will enable/disable Holiday mode on all your Daikin AC units. It will be executed within 1 minute.,Air/Climate
zHkFE6pB,Button widget,Button press,This trigger fires every time you press the button.,Daikin Online Controller,Enable/Disable Econo mode,"This Action will enable/disable Econo mode on your Daikin AC unit. It will be executed within 1 minute and will only work in combination with the new R32 outdoor (RXM or MXM) units. If your unit does not support this function, then it will not show up in the device dropdown list.",Air/Climate
