triggerDesc,actionDesc
IF the user exits a specified area,", THEN pause the thermostat after several hours."
IF the user exits a specified area,", THEN pause the thermostat after a defined period ."
IF the user exits a specified area,", THEN pause the thermostat immediately."
IF the user exits a specified area,", THEN pause the thermostat much later."
IF the user exits a specified area,", THEN activate to a specified scene at low power."
IF the user exits a specified area,", THEN activate to a specified scene at medium power."
IF the user exits a specified area,", THEN activate to a specified scene at maximum power."
IF the user exits a specified area,", THEN activate to a specified scene at minimum power ."
IF the user exits a specified area,", THEN activate to a specified scene at default power."
IF the user exits a specified area,", THEN activate to a specified scene at high power."
IF the user exits a specified area,", THEN activate to a specified scene to power saving mode."
IF the user exits a specified area,", THEN activate to a specified scene at moderate power."
IF the user exits a specified area,", THEN activate to a specified scene at boosted power."
IF the user exits a specified area,", THEN turn off a smart device after a specified amount of time."
IF the user exits a specified area,", THEN turn off a smart device after a while."
IF the user exits a specified area,", THEN turn off a smart device after a large amount of time."
IF the user exits a specified area,", THEN turn off a smart device after a fixed delay."
IF the user exits a specified area,", THEN turn off a smart device without delay."
IF the user exits a specified area,", THEN turn off a smart device after several hours."
IF the user exits a specified area,", THEN turn off a smart device after a defined period ."
IF the user exits a specified area,", THEN turn off a smart device immediately."
IF the user exits a specified area,", THEN turn off a smart device much later."
IF the user exits a specified area,", THEN send a notify to a smart device after a specified amount of time."
IF the user exits a specified area,", THEN send a notify to a smart device after a while."
IF the user exits a specified area,", THEN send a notify to a smart device after a large amount of time."
IF the user exits a specified area,", THEN send a notify to a smart device after a fixed delay."
IF the user exits a specified area,", THEN send a notify to a smart device without delay."
IF the user exits a specified area,", THEN send a notify to a smart device after several hours."
IF the user exits a specified area,", THEN send a notify to a smart device after a defined period ."
IF the user exits a specified area,", THEN send a notify to a smart device immediately."
IF the user exits a specified area,", THEN send a notify to a smart device much later."
IF the user exits a specified area,", THEN turn on a device for a specific duration in eco mode."
IF the user exits a specified area,", THEN turn on a device for a specific duration in comfort mode."
IF the user exits a specified area,", THEN turn on a device for a specific duration in turbo mode."
IF the user exits a specified area,", THEN turn on a device for a specific duration in low power mode."
IF the user exits a specified area,", THEN turn on a device for a specific duration in default mode."
IF the user exits a specified area,", THEN turn on a device for a specific duration in maximum power."
IF the user exits a specified area,", THEN turn on a device for a specific duration in energy saving mode."
IF the user exits a specified area,", THEN turn on a device for a specific duration in auto mode."
IF the user exits a specified area,", THEN turn on a device for a specific duration in boost mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a specific smart device in eco mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a specific smart device in comfort mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a specific smart device in turbo mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a specific smart device in low power mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a specific smart device in default mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a specific smart device in maximum power."
IF a voice assistant is activated with a specific phrase,", THEN turn on a specific smart device in energy saving mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a specific smart device in auto mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a specific smart device in boost mode."
IF a voice assistant is activated with a specific phrase,", THEN turn off a specified device after a specified amount of time."
IF a voice assistant is activated with a specific phrase,", THEN turn off a specified device after a while."
IF a voice assistant is activated with a specific phrase,", THEN turn off a specified device after a large amount of time."
IF a voice assistant is activated with a specific phrase,", THEN turn off a specified device after a fixed delay."
IF a voice assistant is activated with a specific phrase,", THEN turn off a specified device without delay."
IF a voice assistant is activated with a specific phrase,", THEN turn off a specified device after several hours."
IF a voice assistant is activated with a specific phrase,", THEN turn off a specified device after a defined period ."
IF a voice assistant is activated with a specific phrase,", THEN turn off a specified device immediately."
IF a voice assistant is activated with a specific phrase,", THEN turn off a specified device much later."
IF a voice assistant is activated with a specific phrase,", THEN start the robot in eco mode."
IF a voice assistant is activated with a specific phrase,", THEN start the robot in comfort mode."
IF a voice assistant is activated with a specific phrase,", THEN start the robot in turbo mode."
IF a voice assistant is activated with a specific phrase,", THEN start the robot in low power mode."
IF a voice assistant is activated with a specific phrase,", THEN start the robot in default mode."
IF a voice assistant is activated with a specific phrase,", THEN start the robot in maximum power."
IF a voice assistant is activated with a specific phrase,", THEN start the robot in energy saving mode."
IF a voice assistant is activated with a specific phrase,", THEN start the robot in auto mode."
IF a voice assistant is activated with a specific phrase,", THEN start the robot in boost mode."
IF a voice assistant is activated with a specific phrase,", THEN change the device operating mode to eco mode."
IF a voice assistant is activated with a specific phrase,", THEN change the device operating mode to comfort mode."
IF a voice assistant is activated with a specific phrase,", THEN change the device operating mode to turbo mode."
IF a voice assistant is activated with a specific phrase,", THEN change the device operating mode to low power mode."
IF a voice assistant is activated with a specific phrase,", THEN change the device operating mode to default mode."
IF a voice assistant is activated with a specific phrase,", THEN change the device operating mode to maximum power."
IF a voice assistant is activated with a specific phrase,", THEN change the device operating mode to energy saving mode."
IF a voice assistant is activated with a specific phrase,", THEN change the device operating mode to auto mode."
IF a voice assistant is activated with a specific phrase,", THEN change the device operating mode to boost mode."
IF a voice assistant is activated with a specific phrase,", THEN unlock a device after a specified amount of time."
IF a voice assistant is activated with a specific phrase,", THEN unlock a device after a while."
IF a voice assistant is activated with a specific phrase,", THEN unlock a device after a large amount of time."
IF a voice assistant is activated with a specific phrase,", THEN unlock a device after a fixed delay."
IF a voice assistant is activated with a specific phrase,", THEN unlock a device without delay."
IF a voice assistant is activated with a specific phrase,", THEN unlock a device after several hours."
IF a voice assistant is activated with a specific phrase,", THEN unlock a device after a defined period ."
IF a voice assistant is activated with a specific phrase,", THEN unlock a device immediately."
IF a voice assistant is activated with a specific phrase,", THEN unlock a device much later."
IF a voice assistant is activated with a specific phrase,", THEN turn on a device for a specific duration in eco mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a device for a specific duration in comfort mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a device for a specific duration in turbo mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a device for a specific duration in low power mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a device for a specific duration in default mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a device for a specific duration in maximum power."
IF a voice assistant is activated with a specific phrase,", THEN turn on a device for a specific duration in energy saving mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a device for a specific duration in auto mode."
IF a voice assistant is activated with a specific phrase,", THEN turn on a device for a specific duration in boost mode."
IF a voice assistant is activated with a specific phrase,", THEN boost heating mode for a specific amount of time."
IF a voice assistant is activated with a specific phrase,", THEN boost heating mode for a while."
IF a voice assistant is activated with a specific phrase,", THEN boost heating mode for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN boost heating mode for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN boost heating mode until stopped."
IF a voice assistant is activated with a specific phrase,", THEN boost heating mode indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN boost heating mode temporarily."
IF a voice assistant is activated with a specific phrase,", THEN boost heating mode until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN boost heating mode continuously."
IF a voice assistant is activated with a specific phrase,", THEN trigger an automation bot in eco mode."
IF a voice assistant is activated with a specific phrase,", THEN trigger an automation bot in comfort mode."
IF a voice assistant is activated with a specific phrase,", THEN trigger an automation bot in turbo mode."
IF a voice assistant is activated with a specific phrase,", THEN trigger an automation bot in low power mode."
IF a voice assistant is activated with a specific phrase,", THEN trigger an automation bot in default mode."
IF a voice assistant is activated with a specific phrase,", THEN trigger an automation bot in maximum power."
IF a voice assistant is activated with a specific phrase,", THEN trigger an automation bot in energy saving mode."
IF a voice assistant is activated with a specific phrase,", THEN trigger an automation bot in auto mode."
IF a voice assistant is activated with a specific phrase,", THEN trigger an automation bot in boost mode."
IF a voice assistant is activated with a specific phrase,", THEN switch off a device after a specified amount of time."
IF a voice assistant is activated with a specific phrase,", THEN switch off a device after a while."
IF a voice assistant is activated with a specific phrase,", THEN switch off a device after a large amount of time."
IF a voice assistant is activated with a specific phrase,", THEN switch off a device after a fixed delay."
IF a voice assistant is activated with a specific phrase,", THEN switch off a device without delay."
IF a voice assistant is activated with a specific phrase,", THEN switch off a device after several hours."
IF a voice assistant is activated with a specific phrase,", THEN switch off a device after a defined period ."
IF a voice assistant is activated with a specific phrase,", THEN switch off a device immediately."
IF a voice assistant is activated with a specific phrase,", THEN switch off a device much later."
IF a voice assistant is activated with a specific phrase,", THEN activate to a specified scene at low power."
IF a voice assistant is activated with a specific phrase,", THEN activate to a specified scene at medium power."
IF a voice assistant is activated with a specific phrase,", THEN activate to a specified scene at maximum power."
IF a voice assistant is activated with a specific phrase,", THEN activate to a specified scene at minimum power ."
IF a voice assistant is activated with a specific phrase,", THEN activate to a specified scene at default power."
IF a voice assistant is activated with a specific phrase,", THEN activate to a specified scene at high power."
IF a voice assistant is activated with a specific phrase,", THEN activate to a specified scene to power saving mode."
IF a voice assistant is activated with a specific phrase,", THEN activate to a specified scene at moderate power."
IF a voice assistant is activated with a specific phrase,", THEN activate to a specified scene at boosted power."
IF a voice assistant is activated with a specific phrase,", THEN turn off a smart device after a specified amount of time."
IF a voice assistant is activated with a specific phrase,", THEN turn off a smart device after a while."
IF a voice assistant is activated with a specific phrase,", THEN turn off a smart device after a large amount of time."
IF a voice assistant is activated with a specific phrase,", THEN turn off a smart device after a fixed delay."
IF a voice assistant is activated with a specific phrase,", THEN turn off a smart device without delay."
IF a voice assistant is activated with a specific phrase,", THEN turn off a smart device after several hours."
IF a voice assistant is activated with a specific phrase,", THEN turn off a smart device after a defined period ."
IF a voice assistant is activated with a specific phrase,", THEN turn off a smart device immediately."
IF a voice assistant is activated with a specific phrase,", THEN turn off a smart device much later."
IF a voice assistant is activated with a specific phrase,", THEN set brightness at low power."
IF a voice assistant is activated with a specific phrase,", THEN set brightness at medium power."
IF a voice assistant is activated with a specific phrase,", THEN set brightness at maximum power."
IF a voice assistant is activated with a specific phrase,", THEN set brightness at minimum power ."
IF a voice assistant is activated with a specific phrase,", THEN set brightness at default power."
IF a voice assistant is activated with a specific phrase,", THEN set brightness at high power."
IF a voice assistant is activated with a specific phrase,", THEN set brightness to power saving mode."
IF a voice assistant is activated with a specific phrase,", THEN set brightness at moderate power."
IF a voice assistant is activated with a specific phrase,", THEN set brightness at boosted power."
IF a voice assistant is activated with a specific phrase,", THEN toggle a device on in eco mode."
IF a voice assistant is activated with a specific phrase,", THEN toggle a device on in comfort mode."
IF a voice assistant is activated with a specific phrase,", THEN toggle a device on in turbo mode."
IF a voice assistant is activated with a specific phrase,", THEN toggle a device on in low power mode."
IF a voice assistant is activated with a specific phrase,", THEN toggle a device on in default mode."
IF a voice assistant is activated with a specific phrase,", THEN toggle a device on in maximum power."
IF a voice assistant is activated with a specific phrase,", THEN toggle a device on in energy saving mode."
IF a voice assistant is activated with a specific phrase,", THEN toggle a device on in auto mode."
IF a voice assistant is activated with a specific phrase,", THEN toggle a device on in boost mode."
IF a voice assistant is activated with a specific phrase,", THEN change home system mode to eco mode."
IF a voice assistant is activated with a specific phrase,", THEN change home system mode to comfort mode."
IF a voice assistant is activated with a specific phrase,", THEN change home system mode to turbo mode."
IF a voice assistant is activated with a specific phrase,", THEN change home system mode to low power mode."
IF a voice assistant is activated with a specific phrase,", THEN change home system mode to default mode."
IF a voice assistant is activated with a specific phrase,", THEN change home system mode to maximum power."
IF a voice assistant is activated with a specific phrase,", THEN change home system mode to energy saving mode."
IF a voice assistant is activated with a specific phrase,", THEN change home system mode to auto mode."
IF a voice assistant is activated with a specific phrase,", THEN change home system mode to boost mode."
IF a voice assistant is activated with a specific phrase,", THEN pause the robot for a specific amount of time."
IF a voice assistant is activated with a specific phrase,", THEN pause the robot for a while."
IF a voice assistant is activated with a specific phrase,", THEN pause the robot for the entire day."
IF a voice assistant is activated with a specific phrase,", THEN pause the robot for a limited time."
IF a voice assistant is activated with a specific phrase,", THEN pause the robot until stopped."
IF a voice assistant is activated with a specific phrase,", THEN pause the robot indefinitely."
IF a voice assistant is activated with a specific phrase,", THEN pause the robot temporarily."
IF a voice assistant is activated with a specific phrase,", THEN pause the robot until manually changed."
IF a voice assistant is activated with a specific phrase,", THEN pause the robot continuously."
IF power consumption exceeds a threshold,", THEN switch off a device after a specified amount of time."
IF power consumption exceeds a threshold,", THEN switch off a device after a while."
IF power consumption exceeds a threshold,", THEN switch off a device after a large amount of time."
IF power consumption exceeds a threshold,", THEN switch off a device after a fixed delay."
IF power consumption exceeds a threshold,", THEN switch off a device without delay."
IF power consumption exceeds a threshold,", THEN switch off a device after several hours."
IF power consumption exceeds a threshold,", THEN switch off a device after a defined period ."
IF power consumption exceeds a threshold,", THEN switch off a device immediately."
IF power consumption exceeds a threshold,", THEN switch off a device much later."
IF power consumption exceeds a threshold,", THEN turn off a specified device after a specified amount of time."
IF power consumption exceeds a threshold,", THEN turn off a specified device after a while."
IF power consumption exceeds a threshold,", THEN turn off a specified device after a large amount of time."
IF power consumption exceeds a threshold,", THEN turn off a specified device after a fixed delay."
IF power consumption exceeds a threshold,", THEN turn off a specified device without delay."
IF power consumption exceeds a threshold,", THEN turn off a specified device after several hours."
IF power consumption exceeds a threshold,", THEN turn off a specified device after a defined period ."
IF power consumption exceeds a threshold,", THEN turn off a specified device immediately."
IF power consumption exceeds a threshold,", THEN turn off a specified device much later."
IF temperature rises above a threshold,", THEN turn on a specific smart device in eco mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in comfort mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in turbo mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in low power mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in default mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in maximum power."
IF temperature rises above a threshold,", THEN turn on a specific smart device in energy saving mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in auto mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in boost mode."
IF temperature rises above a threshold,", THEN activate to a specified scene at low power."
IF temperature rises above a threshold,", THEN activate to a specified scene at medium power."
IF temperature rises above a threshold,", THEN activate to a specified scene at maximum power."
IF temperature rises above a threshold,", THEN activate to a specified scene at minimum power ."
IF temperature rises above a threshold,", THEN activate to a specified scene at default power."
IF temperature rises above a threshold,", THEN activate to a specified scene at high power."
IF temperature rises above a threshold,", THEN activate to a specified scene to power saving mode."
IF temperature rises above a threshold,", THEN activate to a specified scene at moderate power."
IF temperature rises above a threshold,", THEN activate to a specified scene at boosted power."
IF temperature rises above a threshold,", THEN switch off a device after a specified amount of time."
IF temperature rises above a threshold,", THEN switch off a device after a while."
IF temperature rises above a threshold,", THEN switch off a device after a large amount of time."
IF temperature rises above a threshold,", THEN switch off a device after a fixed delay."
IF temperature rises above a threshold,", THEN switch off a device without delay."
IF temperature rises above a threshold,", THEN switch off a device after several hours."
IF temperature rises above a threshold,", THEN switch off a device after a defined period ."
IF temperature rises above a threshold,", THEN switch off a device immediately."
IF temperature rises above a threshold,", THEN switch off a device much later."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in eco mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in comfort mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in turbo mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in low power mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in default mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in maximum power."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in energy saving mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in auto mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in boost mode."
IF temperature rises above a threshold,", THEN turn off a specified device after a specified amount of time."
IF temperature rises above a threshold,", THEN turn off a specified device after a while."
IF temperature rises above a threshold,", THEN turn off a specified device after a large amount of time."
IF temperature rises above a threshold,", THEN turn off a specified device after a fixed delay."
IF temperature rises above a threshold,", THEN turn off a specified device without delay."
IF temperature rises above a threshold,", THEN turn off a specified device after several hours."
IF temperature rises above a threshold,", THEN turn off a specified device after a defined period ."
IF temperature rises above a threshold,", THEN turn off a specified device immediately."
IF temperature rises above a threshold,", THEN turn off a specified device much later."
IF temperature rises above a threshold,", THEN turn on a smart device for a specific amount of time."
IF temperature rises above a threshold,", THEN turn on a smart device for a while."
IF temperature rises above a threshold,", THEN turn on a smart device for the entire day."
IF temperature rises above a threshold,", THEN turn on a smart device for a limited time."
IF temperature rises above a threshold,", THEN turn on a smart device until stopped."
IF temperature rises above a threshold,", THEN turn on a smart device indefinitely."
IF temperature rises above a threshold,", THEN turn on a smart device temporarily."
IF temperature rises above a threshold,", THEN turn on a smart device until manually changed."
IF temperature rises above a threshold,", THEN turn on a smart device continuously."
IF temperature rises above a threshold,", THEN pause the thermostat after a specified amount of time."
IF temperature rises above a threshold,", THEN pause the thermostat after a while."
IF temperature rises above a threshold,", THEN pause the thermostat after a large amount of time."
IF temperature rises above a threshold,", THEN pause the thermostat after a fixed delay."
IF temperature rises above a threshold,", THEN pause the thermostat without delay."
IF temperature rises above a threshold,", THEN pause the thermostat after several hours."
IF temperature rises above a threshold,", THEN pause the thermostat after a defined period ."
IF temperature rises above a threshold,", THEN pause the thermostat immediately."
IF temperature rises above a threshold,", THEN pause the thermostat much later."
IF temperature rises above a threshold,", THEN turn on a specific smart device in eco mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in comfort mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in turbo mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in low power mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in default mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in maximum power."
IF temperature rises above a threshold,", THEN turn on a specific smart device in energy saving mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in auto mode."
IF temperature rises above a threshold,", THEN turn on a specific smart device in boost mode."
IF temperature rises above a threshold,", THEN activate to a specified scene at low power."
IF temperature rises above a threshold,", THEN activate to a specified scene at medium power."
IF temperature rises above a threshold,", THEN activate to a specified scene at maximum power."
IF temperature rises above a threshold,", THEN activate to a specified scene at minimum power ."
IF temperature rises above a threshold,", THEN activate to a specified scene at default power."
IF temperature rises above a threshold,", THEN activate to a specified scene at high power."
IF temperature rises above a threshold,", THEN activate to a specified scene to power saving mode."
IF temperature rises above a threshold,", THEN activate to a specified scene at moderate power."
IF temperature rises above a threshold,", THEN activate to a specified scene at boosted power."
IF temperature rises above a threshold,", THEN switch off a device after a specified amount of time."
IF temperature rises above a threshold,", THEN switch off a device after a while."
IF temperature rises above a threshold,", THEN switch off a device after a large amount of time."
IF temperature rises above a threshold,", THEN switch off a device after a fixed delay."
IF temperature rises above a threshold,", THEN switch off a device without delay."
IF temperature rises above a threshold,", THEN switch off a device after several hours."
IF temperature rises above a threshold,", THEN switch off a device after a defined period ."
IF temperature rises above a threshold,", THEN switch off a device immediately."
IF temperature rises above a threshold,", THEN switch off a device much later."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in eco mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in comfort mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in turbo mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in low power mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in default mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in maximum power."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in energy saving mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in auto mode."
IF temperature rises above a threshold,", THEN turn on a device for a specific duration in boost mode."
IF temperature rises above a threshold,", THEN turn off a specified device after a specified amount of time."
IF temperature rises above a threshold,", THEN turn off a specified device after a while."
IF temperature rises above a threshold,", THEN turn off a specified device after a large amount of time."
IF temperature rises above a threshold,", THEN turn off a specified device after a fixed delay."
IF temperature rises above a threshold,", THEN turn off a specified device without delay."
IF temperature rises above a threshold,", THEN turn off a specified device after several hours."
IF temperature rises above a threshold,", THEN turn off a specified device after a defined period ."
IF temperature rises above a threshold,", THEN turn off a specified device immediately."
IF temperature rises above a threshold,", THEN turn off a specified device much later."
IF temperature rises above a threshold,", THEN turn on a smart device for a specific amount of time."
IF temperature rises above a threshold,", THEN turn on a smart device for a while."
IF temperature rises above a threshold,", THEN turn on a smart device for the entire day."
IF temperature rises above a threshold,", THEN turn on a smart device for a limited time."
IF temperature rises above a threshold,", THEN turn on a smart device until stopped."
IF temperature rises above a threshold,", THEN turn on a smart device indefinitely."
IF temperature rises above a threshold,", THEN turn on a smart device temporarily."
IF temperature rises above a threshold,", THEN turn on a smart device until manually changed."
IF temperature rises above a threshold,", THEN turn on a smart device continuously."
IF temperature rises above a threshold,", THEN pause the thermostat after a specified amount of time."
IF temperature rises above a threshold,", THEN pause the thermostat after a while."
IF temperature rises above a threshold,", THEN pause the thermostat after a large amount of time."
IF temperature rises above a threshold,", THEN pause the thermostat after a fixed delay."
IF temperature rises above a threshold,", THEN pause the thermostat without delay."
IF temperature rises above a threshold,", THEN pause the thermostat after several hours."
IF temperature rises above a threshold,", THEN pause the thermostat after a defined period ."
IF temperature rises above a threshold,", THEN pause the thermostat immediately."
IF temperature rises above a threshold,", THEN pause the thermostat much later."
IF event occurs relative to sunset,", THEN turn on a device for a specific duration in eco mode."
IF event occurs relative to sunset,", THEN turn on a device for a specific duration in comfort mode."
IF event occurs relative to sunset,", THEN turn on a device for a specific duration in turbo mode."
IF event occurs relative to sunset,", THEN turn on a device for a specific duration in low power mode."
IF event occurs relative to sunset,", THEN turn on a device for a specific duration in default mode."
IF event occurs relative to sunset,", THEN turn on a device for a specific duration in maximum power."
IF event occurs relative to sunset,", THEN turn on a device for a specific duration in energy saving mode."
IF event occurs relative to sunset,", THEN turn on a device for a specific duration in auto mode."
IF event occurs relative to sunset,", THEN turn on a device for a specific duration in boost mode."
IF event occurs relative to sunset,", THEN turn on a specific smart device in eco mode."
IF event occurs relative to sunset,", THEN turn on a specific smart device in comfort mode."
IF event occurs relative to sunset,", THEN turn on a specific smart device in turbo mode."
IF event occurs relative to sunset,", THEN turn on a specific smart device in low power mode."
IF event occurs relative to sunset,", THEN turn on a specific smart device in default mode."
IF event occurs relative to sunset,", THEN turn on a specific smart device in maximum power."
IF event occurs relative to sunset,", THEN turn on a specific smart device in energy saving mode."
IF event occurs relative to sunset,", THEN turn on a specific smart device in auto mode."
IF event occurs relative to sunset,", THEN turn on a specific smart device in boost mode."
IF event occurs relative to sunset,", THEN switch off a device after a specified amount of time."
IF event occurs relative to sunset,", THEN switch off a device after a while."
IF event occurs relative to sunset,", THEN switch off a device after a large amount of time."
IF event occurs relative to sunset,", THEN switch off a device after a fixed delay."
IF event occurs relative to sunset,", THEN switch off a device without delay."
IF event occurs relative to sunset,", THEN switch off a device after several hours."
IF event occurs relative to sunset,", THEN switch off a device after a defined period ."
IF event occurs relative to sunset,", THEN switch off a device immediately."
IF event occurs relative to sunset,", THEN switch off a device much later."
IF event occurs relative to sunset,", THEN turn on a smart device for a specific amount of time."
IF event occurs relative to sunset,", THEN turn on a smart device for a while."
IF event occurs relative to sunset,", THEN turn on a smart device for the entire day."
IF event occurs relative to sunset,", THEN turn on a smart device for a limited time."
IF event occurs relative to sunset,", THEN turn on a smart device until stopped."
IF event occurs relative to sunset,", THEN turn on a smart device indefinitely."
IF event occurs relative to sunset,", THEN turn on a smart device temporarily."
IF event occurs relative to sunset,", THEN turn on a smart device until manually changed."
IF event occurs relative to sunset,", THEN turn on a smart device continuously."
IF event occurs relative to sunset,", THEN set brightness at low power."
IF event occurs relative to sunset,", THEN set brightness at medium power."
IF event occurs relative to sunset,", THEN set brightness at maximum power."
IF event occurs relative to sunset,", THEN set brightness at minimum power ."
IF event occurs relative to sunset,", THEN set brightness at default power."
IF event occurs relative to sunset,", THEN set brightness at high power."
IF event occurs relative to sunset,", THEN set brightness to power saving mode."
IF event occurs relative to sunset,", THEN set brightness at moderate power."
IF event occurs relative to sunset,", THEN set brightness at boosted power."
IF event occurs relative to sunset,", THEN turn off a specified device after a specified amount of time."
IF event occurs relative to sunset,", THEN turn off a specified device after a while."
IF event occurs relative to sunset,", THEN turn off a specified device after a large amount of time."
IF event occurs relative to sunset,", THEN turn off a specified device after a fixed delay."
IF event occurs relative to sunset,", THEN turn off a specified device without delay."
IF event occurs relative to sunset,", THEN turn off a specified device after several hours."
IF event occurs relative to sunset,", THEN turn off a specified device after a defined period ."
IF event occurs relative to sunset,", THEN turn off a specified device immediately."
IF event occurs relative to sunset,", THEN turn off a specified device much later."
IF event occurs relative to sunset,", THEN turn off a smart device after a specified amount of time."
IF event occurs relative to sunset,", THEN turn off a smart device after a while."
IF event occurs relative to sunset,", THEN turn off a smart device after a large amount of time."
IF event occurs relative to sunset,", THEN turn off a smart device after a fixed delay."
IF event occurs relative to sunset,", THEN turn off a smart device without delay."
IF event occurs relative to sunset,", THEN turn off a smart device after several hours."
IF event occurs relative to sunset,", THEN turn off a smart device after a defined period ."
IF event occurs relative to sunset,", THEN turn off a smart device immediately."
IF event occurs relative to sunset,", THEN turn off a smart device much later."
IF event occurs relative to sunset,", THEN activate to a specified scene at low power."
IF event occurs relative to sunset,", THEN activate to a specified scene at medium power."
IF event occurs relative to sunset,", THEN activate to a specified scene at maximum power."
