id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
A3xtz2KY,Orion - Voice for Teams,Listen for a word or phrase,IF you or someone in your Orion group says a particular word or phrase,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This trigger fires every time you or someone in your Orion group says a particular word or phrase.,This Action will turn off your hue lights.
A4ubWDkp,SmartThings,Temperature rises above,IF your SmartThings device detects temperatures above a specified value,WiZ,Turn on / change light mode,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every time your SmartThings device detects temperatures above a value you specify.,"This action will turn on the selected light(s). Optionally, a light mode or pre-defined color can be applied, as well as a level of dimming."
A5DdU3ZE,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,Philips Hue,Dim lights,", THEN adjusts the brightness of lights [ACTION_W].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will dim or brighten your hue lights to a value between 0-100.
A5drfBcq,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on your hue lights.
A5zWnYxF,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will turn off your hue lights.
A7LWsG4c,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on your hue lights.
A7isx4kY,Nuki Smart Lock,Arrive home,IF someone unlocks the door with auto unlock,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This trigger fires every time someone unlocks the door with Auto Unlock.,This Action will turn on your hue lights.
A7vqB6aK,eWeLink Smart Home,1-Channel Switch turned on or off,IF your eWeLink 1-channel switch is turned on or off,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This trigger fires when your eWeLink Support 1-Channel Switch is turned on or off.,This Action will turn off your hue lights.
A8vwSAns,Weather Underground,Current condition changes to,IF the current weather condition changes,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
AA5CbnP8,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on your hue lights.
AAP7vVCc,Spotify,New track added to a playlist,IF a new track is added to a playlist you specify,Philips Hue,Turn on color loop,", THEN sets the color temperature of lights [ACTION_Y].",Light,This Trigger fires every time a new track is added to a playlist you specify.,This Action will turn on a slow color loop effect for your hue lights. NOTE: not compatible with hue lux bulbs.
AAWYwkZu,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
AAc7g5Cw,Ring,New Motion Detected,IF motion is detected,WeMo Light Switch,Turn on,", THEN turns on a light switch [ACTION_Y].",Light,This Trigger fires every time a motion is detected at the given doorbell.,"This Action will turn a WeMo Light Switch on. If the WeMo Switch is already on, it will remain on."
ABCWe6jE,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on your hue lights.
ABVQacds,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on your hue lights.
ACcTwiNX,SpotCam,Audio event detected,IF an audio event is detected,Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,This Trigger fires every time an audio event is detected.,This Action will briefly turn your hue lights off then back on.
ADU23fHT,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on your hue lights.
ADawUGV9,Amazon Alexa,Your Alarm goes off,IF your alarm goes off,LIFX,Turn lights on,", THEN turns on smart lights [ACTION_X].",Light,This Trigger fires every time your alarm goes off.,This Action will turn your lights on.
AEDLSMPu,Somfy Connected Thermostat,Thermostat set to a mode,IF the thermostat is set to a certain heating mode,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires every time the thermostat you specify is set to a certain heating mode.,This Action will turn off your hue lights.
AEUdqCiL,Weather Underground,Current condition changes to,IF the current weather condition changes,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
AEq9mGhv,Domino's,Order out for delivery,IF your order is out for delivery,LIFX,Blink lights,", THEN triggers a light animation effect [ACTION_Z].",Light,This trigger fires when your order is out for delivery.,This Action will make your lights quickly blink the color of your choice.
AEs8ZRdz,Home Connect Dryer,Cycle is complete,IF your dryer cycle is complete,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This trigger fires every time your dryer cycle is complete. This requires both the drying and wrinkle guard to be finished, in case you were using wrinkle guard.",This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
AHs9fKwr,Netatmo Weather Station,Carbon dioxide rises above,IF the carbon dioxide rises above a specified value,Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,This Trigger fires every time the carbon dioxide rises above a value you specify.,This Action will briefly turn your hue lights off then back on.
AJPrv7BN,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
AKUGgTua,Email,Send IFTTT any email,IF you send IFTTT any email at trigger@applet.ifttt.com,Philips Hue,Turn on color loop,", THEN sets the color temperature of lights [ACTION_Y].",Light,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. This trigger will reject emails with attachments over 30MB.,This Action will turn on a slow color loop effect for your hue lights. NOTE: not compatible with hue lux bulbs.
AKaQ2rzh,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Set a scene in a room,", THEN activates a lighting scene [ACTION_Y].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.","This Action well set a scene on your hue lights. NOTE: in order to add lights to a room, you must be using the newest version of the Hue app"
ANh4bs7A,Android Device,Connects to a specific WiFi network,IF your Android device connects to any WiFi network,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every time your Android device connects to a WiFi network you specify.,This Action will turn on your hue lights.
APCsKX5h,Date & Time,Every day at,IF every single day at a specific time,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires every single day at a specific time set by you.,This Action will turn off your hue lights.
APGDAqLc,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Toggle lights on/off,", THEN toggles the lights on or off [ACTION_Y].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will toggle your hue lights on or off.
APGh9j8t,Date & Time,Every day at,IF every single day at a specific time,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every single day at a specific time set by you.,This Action will turn on your hue lights.
APqrAkKn,Muslim Prayer Time,Prayer time,IF it's time for prayer,Yeelight,Set scene,", THEN sets lights to a predefined scene [ACTION_Z].",Light,This trigger fires when it's time for prayer.,This Action will set your lights to a pre-defined scene.
AQUGFjhs,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn on your hue lights.
AQxpPNBt,Twitter,New tweet by you with hashtag,IF you post a new tweet,Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,This Trigger fires every time you post a new tweet with a specific hashtag.,This Action will briefly turn your hue lights off then back on.
ART3dNhv,August,Lock locked by specific person,IF a specified lock is locked,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every time your lock is locked by a specific person.,This Action will turn on your hue lights.
AS8EeHrQ,Apilio,Receive an event from Apilio,IF IFTTT receives a specific event from Apilio,LightwaveRF Lighting,Turn off light,", THEN switches off the lights [ACTION_W].",Light,This trigger fires every time IFTTT receives a specific event from Apilio.,This Action will switch off your light.
ASpW3TGQ,Festina Watches,Pusher pressed,IF the assigned pusher on your Festina watch is fired,LIFX,Toggle lights on/off,", THEN toggles lights based on current state in [ACTION_X].",Light,This trigger is fired from the assigned pusher on your Festina watch.,"This Action will turn your lights off if they are on, and turn them on if they are off."
ATLi4n6E,Location,You exit an area,IF you exit an area you specify,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires every time you exit an area you specify.,This Action will turn off your hue lights.
ATR9EuDh,Weather Underground,Current condition changes to,IF the current weather condition changes,LIFX,Blink lights,", THEN triggers a light animation effect [ACTION_Z].",Light,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",This Action will make your lights quickly blink the color of your choice.
AVvgi6kB,Fort Collins Utilities Time of Day Pricing,Time of Day Peak Rates START/END,IF time-of-day peak rates start or end,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This trigger fires when time-of-day peak rates start or end.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
AWwtqavH,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,Philips Hue,Dim lights,", THEN adjusts the brightness of lights [ACTION_W].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will dim or brighten your hue lights to a value between 0-100.
AXRT2GZt,YouTube,New public video from subscriptions,IF a specific user you're subscribed to makes a new video public,Yeelight,Set brightness,", THEN adjusts the brightness of lights [ACTION_Z].",Light,This Trigger fires every time a specific user you are subscribed to makes a new video public.,This Action will set your lights to a specified brightness.
Aa3Q5rqD,Netatmo Weather Station,Carbon dioxide rises above,IF the carbon dioxide rises above a specified value,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This Trigger fires every time the carbon dioxide rises above a value you specify.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
Aa5jTUhH,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,LIFX,Change color of lights,", THEN changes the color of lights [ACTION_Y].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will change the color of your lights.
Aai3n29k,Weather Underground,Current temperature drops below,IF the temperature drops below a chosen value,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
Aap28etM,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
AarHLfjz,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will turn on your hue lights.
AbBaA8iM,Location,You enter an area,IF you enter an area you specify,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every time you enter an area you specify.,This Action will turn on your hue lights.
AbDdF6VU,Date & Time,Every day at,IF every single day at a specific time,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires every single day at a specific time set by you.,This Action will turn off your hue lights.
AbUDurqt,Powered by Viva,Motion detected,IF motion is detected,WiZ,Turn on / change light mode,", THEN turns on smart lights in [ACTION_X].",Light,This trigger fires when motion is detected.,"This action will turn on the selected light(s). Optionally, a light mode or pre-defined color can be applied, as well as a level of dimming."
Ac6JVmgY,Location,You enter an area,IF you enter an area you specify,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every time you enter an area you specify.,This Action will turn on your hue lights.
AcXZv6NU,Powered by Viva,At least one person arrives home,IF at least one family member has come home,WiZ,Turn on / change light mode,", THEN turns on smart lights in [ACTION_X].",Light,This trigger fires when at least one family member has come home.,"This action will turn on the selected light(s). Optionally, a light mode or pre-defined color can be applied, as well as a level of dimming."
Ad96e7Ww,Button widget,Button press,IF you press the button,Hive Active Light™,Turn off light for a specific duration,", THEN turns off the light [ACTION_W].",Light,This trigger fires every time you press the button.,This Action will turn your Hive light off for a specific duration
AeZb2A7T,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,LIFX,Turn lights on,", THEN turns on smart lights [ACTION_X].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will turn your lights on.
AfrNtPsg,BDR Thermea Group,Current measured temperature changes,IF your thermostat's measured temperature exceeds a certain threshold,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This Trigger monitors changes in your thermostat's measured temperature and fires if it exceeds a certain threshold.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
AgFwB9Pr,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
AgHhPmD6,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Hive Active Light™,Turn on light for a specific duration,", THEN turns on the light [ACTION_Y].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will turn your Hive light on for a specific duration
AgWipwR7,YouTube,New Super Chat message,IF there is a new super chat message in a live chat during a live stream,Yeelight,Set scene,", THEN sets lights to a predefined scene [ACTION_Z].",Light,This trigger fires when there is a new Super Chat message in a live chat during a live stream on your channel.,This Action will set your lights to a pre-defined scene.
Agcam7BC,Date & Time,Every day at,IF every single day at a specific time,Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,This Trigger fires every single day at a specific time set by you.,This Action will briefly turn your hue lights off then back on.
AhcB9ikF,WeMo Motion,Any new motion,IF your Wemo motion sensor detects new motion after inactivity,WeMo Light Switch,Turn on,", THEN turns on a light switch [ACTION_Y].",Light,This Trigger fires every time your WeMo Motion sensor detects new motion.,"This Action will turn a WeMo Light Switch on. If the WeMo Switch is already on, it will remain on."
AizgHC2t,nemy,Electricity price changes,IF the price of electricity changes,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This trigger fires when the price of electricity changes.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
Ajn7FwhY,WeMo Light Switch,Long press,IF your Wemo light switch is turned on,WeMo Light Switch,Toggle on/off,", THEN toggles the lights on or off [ACTION_Y].",Light,This Trigger fires every time your WeMo Light Switch is turned on or off with a long press over two seconds.,This Action will toggle a WeMo Light Switch on or off.
AkqidrLc,Date & Time,Every year on,IF once a year on a specified date and time,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This Trigger fires once a year on the date and time you specify.,This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
An7HzULt,Google Calendar,Event from search starts,IF a set number of minutes before a calendar event with a keyword,WeMo Light Switch,Toggle on/off,", THEN toggles the lights on or off [ACTION_Y].",Light,"This Trigger fires a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase. The search looks at the event’s Title, Description, and Location.",This Action will toggle a WeMo Light Switch on or off.
AnHuK6ds,Google Assistant,Say a simple phrase,IF you say 'ok google' followed by a phrase you choose,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will turn on your hue lights.
Ap5rfKYT,Wyze,Contact Sensor closes,IF a contact sensor closes,Smart Life,Set light color,", THEN sets the color temperature of lights [ACTION_Y].",Light,This trigger fires when a Contact Sensor closes.,This action will set the light to specified color.
ApZFzHnY,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Philips Hue,Dim lights,", THEN adjusts the brightness of lights [ACTION_W].",Light,This Trigger fires within 15 minutes of the sunset in your location.,This Action will dim or brighten your hue lights to a value between 0-100.
ArAi57ps,WeMo Motion,Any new motion,IF your Wemo motion sensor detects new motion after inactivity,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires every time your WeMo Motion sensor detects new motion.,This Action will turn on your hue lights.
ArMYjeN5,Date & Time,Every day at,IF every single day at a specific time,Lutron Caséta and RA2 Select,Activate scene,", THEN activates a lighting scene in [ACTION_X].",Light,This Trigger fires every single day at a specific time set by you.,This Action will adjust multiple lights and shades together by activating a scene created in the Lutron app.
ArxFJkTz,Date & Time,Every hour at,"IF once an hour at :00, :15, :30, or :45 minutes past the hour",Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.",This Action will briefly turn your hue lights off then back on.
AsNM6AEh,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will turn off your hue lights.
AsfZEF6G,Weather Underground,Sunset,IF within 15 minutes of sunset in your location,Yeelight,Toggle lights on/off,", THEN toggles the lights on or off [ACTION_Y].",Light,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn on, turn off or toggle your lights."
Au4fSU82,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
AuDpdQXz,Weather Underground,Current condition changes to,IF the current weather condition changes,Philips Hue,Change color,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This Trigger monitors changes in the current weather condition. When one of those conditions is met the Trigger fires. Currently only these simple conditions are supported: Rain, Snow, Cloudy, Clear. ",This Action will change the color of your hue lights. NOTE: Accepts color names and CSS hex color values. Defaults to white if no color match is found. NOTE: not compatible with hue lux bulbs.
AuSmaEcp,D-Link Wi-Fi Router,Device connected,IF a client device connects to your D-Link router,Philips Hue,Blink lights,", THEN briefly toggles the lights off and on [ACTION_Z].",Light,This trigger fires every time a client device connects to the D-Link router.,This Action will briefly turn your hue lights off then back on.
Av3xNKsT,Date & Time,Every hour at,"IF once an hour at :00, :15, :30, or :45 minutes past the hour",Philips Hue,Change to random color,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.",This Action will change your hue lights to a randomly selected color. NOTE: not compatible with hue lux bulbs.
Av8rW7yD,Muslim Prayer Time,Prayer time,IF it's time for prayer,Philips Hue,Set a scene in a room,", THEN activates a lighting scene [ACTION_Y].",Light,This trigger fires when it's time for prayer.,"This Action well set a scene on your hue lights. NOTE: in order to add lights to a room, you must be using the newest version of the Hue app"
AvzGuqxH,Date & Time,Every day at,IF every single day at a specific time,Optoma,Turn on/off LED light of my projector,", THEN toggles the projector LED light [ACTION_Z].",Light,This Trigger fires every single day at a specific time set by you.,This action will turn on/off the LED light of my projector.
AxGTyWz6,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,Smart Life,Set light brightness,", THEN adjusts the brightness of lights [ACTION_Z].",Light,This Trigger fires only on specific days of the week at the time you provide.,This action will set your light to a specified brightness.
B2KrZSJ3,Zoom,Any scheduled meeting ends,IF a scheduled meeting ends,Philips Hue,Set a scene in a room,", THEN activates a lighting scene [ACTION_Y].",Light,This trigger fires when a scheduled meeting ends.,"This Action well set a scene on your hue lights. NOTE: in order to add lights to a room, you must be using the newest version of the Hue app"
B46X5vTh,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,WeMo Lighting,Dim the Light,", THEN sets the brightness level of smart lights [ACTION_Z].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Changes the brightness level of the selected WeMo light. If the light is off it will turn on with selected brightness level.
B4VdiegD,WeMo Light Switch,Long press,IF your Wemo light switch is turned on,WeMo Light Switch,Toggle on/off,", THEN toggles the lights on or off [ACTION_Y].",Light,This Trigger fires every time your WeMo Light Switch is turned on or off with a long press over two seconds.,This Action will toggle a WeMo Light Switch on or off.
B4jDBXEd,Nest Thermostat,Nest set to Away,IF the home you specify is set to away,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires every time the home you specify is set to Away.,This Action will turn off your hue lights.
B4yZWnQr,Amazon Alexa,Say a specific phrase,IF you say 'Alexa trigger' plus the phrase you have defined,Philips Hue,Turn on color loop,", THEN sets the color temperature of lights [ACTION_Y].",Light,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will turn on a slow color loop effect for your hue lights. NOTE: not compatible with hue lux bulbs.
B6K54UD8,Date & Time,Every day of the week at,IF only on specific days of the week at a specified time,Philips Hue,Turn on lights,", THEN turns on smart lights in [ACTION_X].",Light,This Trigger fires only on specific days of the week at the time you provide.,This Action will turn on your hue lights.
B6dfNkCn,Uplink Remote,The alarm panel has been armed,IF your alarm panel is armed,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This trigger fires every time when your alarm panel is armed,This Action will turn off your hue lights.
B6nzNyst,YouTube,New Super Chat message,IF there is a new super chat message in a live chat during a live stream,Yeelight,Set brightness,", THEN adjusts the brightness of lights [ACTION_Z].",Light,This trigger fires when there is a new Super Chat message in a live chat during a live stream on your channel.,This Action will set your lights to a specified brightness.
B7zGEnNW,Date & Time,Every day at,IF every single day at a specific time,LIFX,Blink lights,", THEN triggers a light animation effect [ACTION_Z].",Light,This Trigger fires every single day at a specific time set by you.,This Action will make your lights quickly blink the color of your choice.
B8pe5BUg,Date & Time,Every day at,IF every single day at a specific time,Philips Hue,Turn off lights,", THEN turns off smart lights [ACTION_W].",Light,This Trigger fires every single day at a specific time set by you.,This Action will turn off your hue lights.
